SITE_ID,NAME_ENG,DESIG,DESIG_ENG,IUCN_CAT,STATUS_YR,GIS_AREA,GIS_M_AREA,layer_name,source,class_id,class_name,pixels,area_m2,area_ha,area_km2,pct_of_zone
4373,Piedra de Cocuy,Monumento Natural (MN),Natural Monument (MN),III,1978,11.0034428096002,0.0,monumento_natural_(mn),change,2,Trees,27,2700,0.27,0.0027,0.024515367503518407
4373,Piedra de Cocuy,Monumento Natural (MN),Natural Monument (MN),III,1978,11.0034428096002,0.0,monumento_natural_(mn),change,11,Rangeland,39,3900,0.39,0.0039000000000000003,0.03541108639397103
4374,Chorreras Las González,Monumento Natural (MN),Natural Monument (MN),III,1980,1.30256330744915,0.0,monumento_natural_(mn),change,0,No data,12746,1274600,127.46000000000001,1.2746,97.707934074358
4374,Chorreras Las González,Monumento Natural (MN),Natural Monument (MN),III,1980,1.30256330744915,0.0,monumento_natural_(mn),change,2,Trees,267,26700,2.67,0.0267,2.0467612111920275
4374,Chorreras Las González,Monumento Natural (MN),Natural Monument (MN),III,1980,1.30256330744915,0.0,monumento_natural_(mn),change,11,Rangeland,32,3200,0.32,0.0032,0.24530471444998084
19280,Loma de León,Monumento Natural (MN),Natural Monument (MN),III,1989,76.5439645150062,0.0,monumento_natural_(mn),change,0,No data,702815,70281500,7028.150000000001,70.28150000000001,91.7354972772316
19280,Loma de León,Monumento Natural (MN),Natural Monument (MN),III,1989,76.5439645150062,0.0,monumento_natural_(mn),change,1,Water,448,44800,4.48,0.0448,0.058475562957819284
19280,Loma de León,Monumento Natural (MN),Natural Monument (MN),III,1989,76.5439645150062,0.0,monumento_natural_(mn),change,2,Trees,37735,3773500,377.35,3.7735000000000003,4.925391446904711
19280,Loma de León,Monumento Natural (MN),Natural Monument (MN),III,1989,76.5439645150062,0.0,monumento_natural_(mn),change,5,Crops,112,11200,1.12,0.0112,0.014618890739454821
19280,Loma de León,Monumento Natural (MN),Natural Monument (MN),III,1989,76.5439645150062,0.0,monumento_natural_(mn),change,7,Built area,6319,631900,63.190000000000005,0.6319,0.824792594487634
19280,Loma de León,Monumento Natural (MN),Natural Monument (MN),III,1989,76.5439645150062,0.0,monumento_natural_(mn),change,8,Bare ground,131,13100,1.31,0.0131,0.017098881132755192
19280,Loma de León,Monumento Natural (MN),Natural Monument (MN),III,1989,76.5439645150062,0.0,monumento_natural_(mn),change,11,Rangeland,18572,1857200,185.72,1.8572000000000002,2.424125346546026
19287,Juan German Rocío (Cerro Platillón),Monumento Natural (MN),Natural Monument (MN),III,1987,79.5044165267825,0.0,monumento_natural_(mn),change,0,No data,760248,76024800,7602.4800000000005,76.0248,95.53122537889021
19287,Juan German Rocío (Cerro Platillón),Monumento Natural (MN),Natural Monument (MN),III,1987,79.5044165267825,0.0,monumento_natural_(mn),change,2,Trees,9843,984300,98.43,0.9843000000000001,1.2368514634756242
19287,Juan German Rocío (Cerro Platillón),Monumento Natural (MN),Natural Monument (MN),III,1987,79.5044165267825,0.0,monumento_natural_(mn),change,7,Built area,146,14600,1.46,0.0146,0.018346064580660484
19287,Juan German Rocío (Cerro Platillón),Monumento Natural (MN),Natural Monument (MN),III,1987,79.5044165267825,0.0,monumento_natural_(mn),change,11,Rangeland,25574,2557400,255.74,2.5574000000000003,3.2135770930535013
19290,Arístides Rojas (Morros de San Juan),Monumento Natural (MN),Natural Monument (MN),III,1949,27.3179512235145,0.0,monumento_natural_(mn),change,0,No data,240392,24039200,2403.92,24.0392,87.91012682298904
19290,Arístides Rojas (Morros de San Juan),Monumento Natural (MN),Natural Monument (MN),III,1949,27.3179512235145,0.0,monumento_natural_(mn),change,2,Trees,5428,542800,54.28,0.5428000000000001,1.9849918815733658
19290,Arístides Rojas (Morros de San Juan),Monumento Natural (MN),Natural Monument (MN),III,1949,27.3179512235145,0.0,monumento_natural_(mn),change,7,Built area,818,81800,8.18,0.0818,0.29913842283106357
19290,Arístides Rojas (Morros de San Juan),Monumento Natural (MN),Natural Monument (MN),III,1949,27.3179512235145,0.0,monumento_natural_(mn),change,11,Rangeland,26814,2681400,268.14,2.6814,9.805742872606526
30027,Pico Codazzi,Monumento Natural (MN),Natural Monument (MN),III,1991,117.711232678163,0.0,monumento_natural_(mn),change,0,No data,1142728,114272800,11427.28,114.2728,96.98774166772051
30027,Pico Codazzi,Monumento Natural (MN),Natural Monument (MN),III,1991,117.711232678163,0.0,monumento_natural_(mn),change,2,Trees,13368,1336800,133.68,1.3368,1.13459382338937
30027,Pico Codazzi,Monumento Natural (MN),Natural Monument (MN),III,1991,117.711232678163,0.0,monumento_natural_(mn),change,5,Crops,323,32300,3.23,0.0323,0.027414258300027416
30027,Pico Codazzi,Monumento Natural (MN),Natural Monument (MN),III,1991,117.711232678163,0.0,monumento_natural_(mn),change,7,Built area,10502,1050200,105.02,1.0502,0.8913453271420677
30027,Pico Codazzi,Monumento Natural (MN),Natural Monument (MN),III,1991,117.711232678163,0.0,monumento_natural_(mn),change,10,Clouds,612,61200,6.12,0.061200000000000004,0.05194280520005194
30027,Pico Codazzi,Monumento Natural (MN),Natural Monument (MN),III,1991,117.711232678163,0.0,monumento_natural_(mn),change,11,Rangeland,10686,1068600,106.86,1.0686,0.9069621182479658
67610,Meseta La Galera,Monumento Natural (MN),Natural Monument (MN),III,1992,0.611259705364686,0.0,monumento_natural_(mn),change,0,No data,4333,433300,43.33,0.4333,70.80065359477125
67610,Meseta La Galera,Monumento Natural (MN),Natural Monument (MN),III,1992,0.611259705364686,0.0,monumento_natural_(mn),change,2,Trees,242,24200,2.42,0.024200000000000003,3.9542483660130716
67610,Meseta La Galera,Monumento Natural (MN),Natural Monument (MN),III,1992,0.611259705364686,0.0,monumento_natural_(mn),change,7,Built area,31,3100,0.31,0.0031000000000000003,0.5065359477124183
67610,Meseta La Galera,Monumento Natural (MN),Natural Monument (MN),III,1992,0.611259705364686,0.0,monumento_natural_(mn),change,11,Rangeland,1514,151400,15.14,0.1514,24.73856209150327
67611,Piedra La Tortuga,Monumento Natural (MN),Natural Monument (MN),III,1992,4.68549128304821,0.0,monumento_natural_(mn),change,0,No data,41958,4195800,419.58,4.1958,89.48939982084204
67611,Piedra La Tortuga,Monumento Natural (MN),Natural Monument (MN),III,1992,4.68549128304821,0.0,monumento_natural_(mn),change,1,Water,13,1300,0.13,0.0013000000000000002,0.027726826771317666
67611,Piedra La Tortuga,Monumento Natural (MN),Natural Monument (MN),III,1992,4.68549128304821,0.0,monumento_natural_(mn),change,2,Trees,1199,119900,11.99,0.1199,2.5572665614469137
67611,Piedra La Tortuga,Monumento Natural (MN),Natural Monument (MN),III,1992,4.68549128304821,0.0,monumento_natural_(mn),change,4,Flooded vegetation,3,300,0.03,0.00030000000000000003,0.006398498485688692
67611,Piedra La Tortuga,Monumento Natural (MN),Natural Monument (MN),III,1992,4.68549128304821,0.0,monumento_natural_(mn),change,5,Crops,1756,175600,17.56,0.1756,3.7452544469564475
67611,Piedra La Tortuga,Monumento Natural (MN),Natural Monument (MN),III,1992,4.68549128304821,0.0,monumento_natural_(mn),change,11,Rangeland,1957,195700,19.57,0.1957,4.173953845497589
67612,Piedra Pintada,Monumento Natural (MN),Natural Monument (MN),III,1992,15.009848384926,0.0,monumento_natural_(mn),change,0,No data,142815,14281500,1428.15,14.281500000000001,95.06423483991213
67612,Piedra Pintada,Monumento Natural (MN),Natural Monument (MN),III,1992,15.009848384926,0.0,monumento_natural_(mn),change,1,Water,159,15900,1.59,0.0159,0.10583771550289557
67612,Piedra Pintada,Monumento Natural (MN),Natural Monument (MN),III,1992,15.009848384926,0.0,monumento_natural_(mn),change,2,Trees,2130,213000,21.3,0.21300000000000002,1.4178260001331293
67612,Piedra Pintada,Monumento Natural (MN),Natural Monument (MN),III,1992,15.009848384926,0.0,monumento_natural_(mn),change,11,Rangeland,5126,512600,51.26,0.5126000000000001,3.4121014444518405
101137,Cerro Guaiquinima,Monumento Natural (MN),Natural Monument (MN),III,1990,6800.61429605459,0.0,monumento_natural_(mn),change,0,No data,64607544,6460754400,646075.4400000001,6460.754400000001,94.91790567205042
101137,Cerro Guaiquinima,Monumento Natural (MN),Natural Monument (MN),III,1990,6800.61429605459,0.0,monumento_natural_(mn),change,2,Trees,3029499,302949900,30294.99,302.9499,4.450775908082361
101137,Cerro Guaiquinima,Monumento Natural (MN),Natural Monument (MN),III,1990,6800.61429605459,0.0,monumento_natural_(mn),change,1,Water,18762,1876200,187.62,1.8762,0.027564114590379878
101137,Cerro Guaiquinima,Monumento Natural (MN),Natural Monument (MN),III,1990,6800.61429605459,0.0,monumento_natural_(mn),change,11,Rangeland,399435,39943500,3994.35,39.9435,0.5868282758452397
101137,Cerro Guaiquinima,Monumento Natural (MN),Natural Monument (MN),III,1990,6800.61429605459,0.0,monumento_natural_(mn),change,7,Built area,646,64600,6.46,0.0646,0.0009490682243569663
101137,Cerro Guaiquinima,Monumento Natural (MN),Natural Monument (MN),III,1990,6800.61429605459,0.0,monumento_natural_(mn),change,10,Clouds,10060,1006000,100.60000000000001,1.006,0.014779607332865449
101137,Cerro Guaiquinima,Monumento Natural (MN),Natural Monument (MN),III,1990,6800.61429605459,0.0,monumento_natural_(mn),change,4,Flooded vegetation,358,35800,3.58,0.0358,0.0005259542172133033
101137,Cerro Guaiquinima,Monumento Natural (MN),Natural Monument (MN),III,1990,6800.61429605459,0.0,monumento_natural_(mn),change,8,Bare ground,457,45700,4.57,0.045700000000000005,0.0006713996571689374
101138,Cerro Ichum y Cerro Guanacoco,Monumento Natural (MN),Natural Monument (MN),III,1990,9818.13526488237,0.0,monumento_natural_(mn),change,0,No data,96239378,9623937800,962393.78,9623.9378,98.00294790780735
101138,Cerro Ichum y Cerro Guanacoco,Monumento Natural (MN),Natural Monument (MN),III,1990,9818.13526488237,0.0,monumento_natural_(mn),change,1,Water,21465,2146500,214.65,2.1465,0.021858342401600776
101138,Cerro Ichum y Cerro Guanacoco,Monumento Natural (MN),Natural Monument (MN),III,1990,9818.13526488237,0.0,monumento_natural_(mn),change,2,Trees,1849490,184949000,18494.9,184.949,1.8833815834305434
101138,Cerro Ichum y Cerro Guanacoco,Monumento Natural (MN),Natural Monument (MN),III,1990,9818.13526488237,0.0,monumento_natural_(mn),change,10,Clouds,79254,7925400,792.54,7.925400000000001,0.08070631580230457
101138,Cerro Ichum y Cerro Guanacoco,Monumento Natural (MN),Natural Monument (MN),III,1990,9818.13526488237,0.0,monumento_natural_(mn),change,11,Rangeland,10295,1029500,102.95,1.0295,0.010483654089190775
101138,Cerro Ichum y Cerro Guanacoco,Monumento Natural (MN),Natural Monument (MN),III,1990,9818.13526488237,0.0,monumento_natural_(mn),change,8,Bare ground,396,39600,3.96,0.0396,0.00040325663130835813
101138,Cerro Ichum y Cerro Guanacoco,Monumento Natural (MN),Natural Monument (MN),III,1990,9818.13526488237,0.0,monumento_natural_(mn),change,4,Flooded vegetation,208,20800,2.08,0.020800000000000003,0.0002118115639195416
101138,Cerro Ichum y Cerro Guanacoco,Monumento Natural (MN),Natural Monument (MN),III,1990,9818.13526488237,0.0,monumento_natural_(mn),change,7,Built area,7,700,0.07,0.0007,7.128273785753805e-06
101139,Cerro Camani y Cerro Morrocoy,Monumento Natural (MN),Natural Monument (MN),III,1990,1158.35103895844,0.0,monumento_natural_(mn),change,0,No data,11198259,1119825900,111982.59,1119.8259,96.58749056184881
101139,Cerro Camani y Cerro Morrocoy,Monumento Natural (MN),Natural Monument (MN),III,1990,1158.35103895844,0.0,monumento_natural_(mn),change,1,Water,2885,288500,28.85,0.28850000000000003,0.024883770796061588
101139,Cerro Camani y Cerro Morrocoy,Monumento Natural (MN),Natural Monument (MN),III,1990,1158.35103895844,0.0,monumento_natural_(mn),change,2,Trees,113534,11353400,1135.34,11.3534,0.9792561641455999
