SITE_ID,NAME_ENG,DESIG,DESIG_ENG,IUCN_CAT,STATUS_YR,GIS_AREA,GIS_M_AREA,layer_name,source,class_id,class_name,pixels,area_m2,area_ha,area_km2,pct_of_zone
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,1,Water,318,31800,3.18,0.0318,0.0268005006131246
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,2,Trees,1157775,115777500,11577.75,115.7775,97.57531319924657
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,5,Crops,2316,231600,23.16,0.2316,0.1951885516352098
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,7,Built area,87,8700,0.87,0.0087,0.0073322124318925
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,8,Bare ground,13,1300,0.13,0.0013,0.0010956179495931
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,10,Clouds,3885,388500,38.85,0.3885,0.3274212103207211
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,11,Rangeland,22151,2215100,221.51,2.2151,1.8668487078029063
308,Las Tetas de María Guevara,Monumento Natural (MN),Natural Monument (MN),III,1974,15.9707002025744,1.48911915161067,monumento_natural_(mn),2017,1,Water,19844,1984400,198.44,1.9844,13.278108250975247
308,Las Tetas de María Guevara,Monumento Natural (MN),Natural Monument (MN),III,1974,15.9707002025744,1.48911915161067,monumento_natural_(mn),2017,2,Trees,299,29900,2.99,0.0299,0.2000682507075992
308,Las Tetas de María Guevara,Monumento Natural (MN),Natural Monument (MN),III,1974,15.9707002025744,1.48911915161067,monumento_natural_(mn),2017,4,Flooded vegetation,17395,1739500,173.95000000000002,1.7395,11.639422144008993
308,Las Tetas de María Guevara,Monumento Natural (MN),Natural Monument (MN),III,1974,15.9707002025744,1.48911915161067,monumento_natural_(mn),2017,7,Built area,5503,550300,55.03,0.5503,3.6821925874378554
308,Las Tetas de María Guevara,Monumento Natural (MN),Natural Monument (MN),III,1974,15.9707002025744,1.48911915161067,monumento_natural_(mn),2017,8,Bare ground,37593,3759300,375.93,3.7593,25.15440049782869
308,Las Tetas de María Guevara,Monumento Natural (MN),Natural Monument (MN),III,1974,15.9707002025744,1.48911915161067,monumento_natural_(mn),2017,11,Rangeland,68815,6881500,688.15,6.8815,46.04580826904161
309,Cerro Santa Ana,Monumento Natural (MN),Natural Monument (MN),III,1972,19.7559578116928,0.0,monumento_natural_(mn),2017,2,Trees,32662,3266200,326.62,3.2662,16.526675841968913
309,Cerro Santa Ana,Monumento Natural (MN),Natural Monument (MN),III,1972,19.7559578116928,0.0,monumento_natural_(mn),2017,7,Built area,80,8000,0.8,0.008,0.0404792746113989
309,Cerro Santa Ana,Monumento Natural (MN),Natural Monument (MN),III,1972,19.7559578116928,0.0,monumento_natural_(mn),2017,10,Clouds,121,12100,1.21,0.0121,0.0612249028497409
309,Cerro Santa Ana,Monumento Natural (MN),Natural Monument (MN),III,1972,19.7559578116928,0.0,monumento_natural_(mn),2017,11,Rangeland,164769,16476900,1647.69,16.4769,83.37161998056995
310,Laguna de Las Marites,Monumento Natural (MN),Natural Monument (MN),III,1974,36.3257840984538,10.3358805553311,monumento_natural_(mn),2017,1,Water,15041,1504100,150.41,1.5041,5.734536082474227
310,Laguna de Las Marites,Monumento Natural (MN),Natural Monument (MN),III,1974,36.3257840984538,10.3358805553311,monumento_natural_(mn),2017,2,Trees,6023,602300,60.23,0.6023000000000001,2.296330750930275
310,Laguna de Las Marites,Monumento Natural (MN),Natural Monument (MN),III,1974,36.3257840984538,10.3358805553311,monumento_natural_(mn),2017,4,Flooded vegetation,136505,13650500,1365.05,13.6505,52.04393643628378
310,Laguna de Las Marites,Monumento Natural (MN),Natural Monument (MN),III,1974,36.3257840984538,10.3358805553311,monumento_natural_(mn),2017,5,Crops,103,10300,1.03,0.0103,0.0392698102848776
310,Laguna de Las Marites,Monumento Natural (MN),Natural Monument (MN),III,1974,36.3257840984538,10.3358805553311,monumento_natural_(mn),2017,7,Built area,4339,433900,43.39,0.4339,1.6542884157872262
310,Laguna de Las Marites,Monumento Natural (MN),Natural Monument (MN),III,1974,36.3257840984538,10.3358805553311,monumento_natural_(mn),2017,8,Bare ground,20560,2056000,205.6,2.056,7.838711645214419
310,Laguna de Las Marites,Monumento Natural (MN),Natural Monument (MN),III,1974,36.3257840984538,10.3358805553311,monumento_natural_(mn),2017,11,Rangeland,79717,7971700,797.1700000000001,7.9717,30.392926859025195
311,Cerros Matasiete y Guayamurí,Monumento Natural (MN),Natural Monument (MN),III,1974,16.463870264758,0.0,monumento_natural_(mn),2017,2,Trees,81284,8128400,812.84,8.128400000000001,49.36924899025176
311,Cerros Matasiete y Guayamurí,Monumento Natural (MN),Natural Monument (MN),III,1974,16.463870264758,0.0,monumento_natural_(mn),2017,5,Crops,22,2200,0.22,0.0022,0.0133620820553311
311,Cerros Matasiete y Guayamurí,Monumento Natural (MN),Natural Monument (MN),III,1974,16.463870264758,0.0,monumento_natural_(mn),2017,7,Built area,2496,249600,24.96,0.2496,1.5159889459139362
311,Cerros Matasiete y Guayamurí,Monumento Natural (MN),Natural Monument (MN),III,1974,16.463870264758,0.0,monumento_natural_(mn),2017,10,Clouds,1770,177000,17.7,0.177,1.0750402380880075
311,Cerros Matasiete y Guayamurí,Monumento Natural (MN),Natural Monument (MN),III,1974,16.463870264758,0.0,monumento_natural_(mn),2017,11,Rangeland,79073,7907300,790.73,7.9073,48.026359743690975
4363,Laguna de Urao,Monumento Natural (MN),Natural Monument (MN),III,1979,0.445487454615316,0.0,monumento_natural_(mn),2017,1,Water,839,83900,8.39,0.0839,18.849696697371375
4363,Laguna de Urao,Monumento Natural (MN),Natural Monument (MN),III,1979,0.445487454615316,0.0,monumento_natural_(mn),2017,2,Trees,1378,137800,13.78,0.1378,30.95933498090317
4363,Laguna de Urao,Monumento Natural (MN),Natural Monument (MN),III,1979,0.445487454615316,0.0,monumento_natural_(mn),2017,5,Crops,14,1400,0.14,0.0014,0.314536059312514
4363,Laguna de Urao,Monumento Natural (MN),Natural Monument (MN),III,1979,0.445487454615316,0.0,monumento_natural_(mn),2017,7,Built area,1506,150600,15.06,0.1506,33.83509323747472
