SITE_ID,NAME_ENG,DESIG,layer_name,class_id,class_name,area_ha_2017,area_ha_2024,area_km2_2017,area_km2_2024,area_m2_2017,area_m2_2024,pct_of_zone_2017,pct_of_zone_2024,pixels_2017,pixels_2024,delta_area_ha,delta_pct_points,relative_change_pct
10784,Ticoporo,Reserva Forestal (RF),reserva_forestal_(rf),1,Water,1456.43,1344.32,14.5643,13.4432,14564300,13443200,0.7753485962348349,0.7156654455692435,145643,134432,-112.11000000000013,-0.05968315066559138,-7.69758931084914
10784,Ticoporo,Reserva Forestal (RF),reserva_forestal_(rf),2,Trees,26689.45,13676.05,266.8945,136.7605,266894500,136760500,14.208460133188558,7.280615044689695,2668945,1367605,-13013.400000000001,-6.927845088498863,-48.75859187806418
10784,Ticoporo,Reserva Forestal (RF),reserva_forestal_(rf),4,Flooded vegetation,1395.82,274.65000000000003,13.9582,2.7465,13958200,2746500,0.743082110088715,0.1462133380635508,139582,27465,-1121.1699999999998,-0.5968687720251642,-80.3233941339141
10784,Ticoporo,Reserva Forestal (RF),reserva_forestal_(rf),5,Crops,20012.61,38007.68,200.1261,380.0768,200126100,380076800,10.65396144716548,20.233860421814168,2001261,3800768,17995.07,9.579898974648687,89.91865628721091
10784,Ticoporo,Reserva Forestal (RF),reserva_forestal_(rf),7,Built area,860.7,1379.97,8.607000000000001,13.7997,8607000,13799700,0.4582043330467804,0.734644165765732,86070,137997,519.27,0.2764398327189516,60.33112582781457
10784,Ticoporo,Reserva Forestal (RF),reserva_forestal_(rf),8,Bare ground,35.89,27.39,0.3589,0.2739,358900,273900,0.0191064871767734,0.014581406625016,3589,2739,-8.5,-0.004525080551757399,-23.683477291724714
10784,Ticoporo,Reserva Forestal (RF),reserva_forestal_(rf),11,Rangeland,137391.06,133131.9,1373.9106000000002,1331.319,1373910600,1331319000,73.14183689309885,70.8744201774726,13739106,13313190,-4259.1600000000035,-2.267416715626254,-3.10002703232656
10785,Turén,Reserva Forestal (RF),reserva_forestal_(rf),1,Water,39.08,53.27,0.3908,0.5327000000000001,390800,532700,0.0403168441773573,0.0549559439439055,3908,5327,14.190000000000005,0.014639099766548203,36.310133060388964
10785,Turén,Reserva Forestal (RF),reserva_forestal_(rf),2,Trees,7726.49,8929.83,77.2649,89.2983,77264900,89298300,7.971025930601589,9.212450476977772,772649,892983,1203.3400000000001,1.2414245463761828,15.574212870268392
10785,Turén,Reserva Forestal (RF),reserva_forestal_(rf),4,Flooded vegetation,7.3,0.0,0.073,0.0,73000,0,0.0075310379348697,0.0,730,0,-7.3,-0.0075310379348697,-100.0
10785,Turén,Reserva Forestal (RF),reserva_forestal_(rf),5,Crops,77852.44,78292.97,778.5244,782.9297,778524400,782929700,80.31639437837936,80.77086672652294,7785244,7829297,440.52999999999884,0.4544723481435824,0.5658525281930776
10785,Turén,Reserva Forestal (RF),reserva_forestal_(rf),7,Built area,511.0,625.27,5.11,6.2527,5110000,6252700,0.5271726554408809,0.6450591903473964,51100,62527,114.26999999999998,0.11788653490651557,22.36203522504892
10785,Turén,Reserva Forestal (RF),reserva_forestal_(rf),8,Bare ground,1.97,0.0,0.0197,0.0,19700,0,0.0020323485933826,0.0,197,0,-1.97,-0.0020323485933826,-100.0
10785,Turén,Reserva Forestal (RF),reserva_forestal_(rf),11,Rangeland,10793.91,9030.85,107.9391,90.3085,107939100,90308500,11.135526804872562,9.316667662207982,1079391,903085,-1763.0599999999995,-1.8188591426645804,-16.333840100575227
10786,Selva de Guarapiche,Reserva Forestal (RF),reserva_forestal_(rf),1,Water,19817.83,20256.37,198.1783,202.5637,198178300,202563700,5.537334339923436,5.659867563865211,1981783,2025637,438.53999999999724,0.12253322394177513,2.212855797027208
10786,Selva de Guarapiche,Reserva Forestal (RF),reserva_forestal_(rf),2,Trees,287638.32,281309.32,2876.3832,2813.0932000000003,2876383200,2813093200,80.36952314223535,78.6011262472486,28763832,28130932,-6329.0,-1.7683968949867506,-2.2003326955879867
10786,Selva de Guarapiche,Reserva Forestal (RF),reserva_forestal_(rf),4,Flooded vegetation,6946.34,6467.74,69.46340000000001,64.6774,69463400,64677400,1.9408889378294072,1.807162479630535,694634,646774,-478.60000000000036,-0.1337264581988722,-6.889959316704918
10786,Selva de Guarapiche,Reserva Forestal (RF),reserva_forestal_(rf),5,Crops,0.0,0.01,0.0,0.0001,0,100,0.0,2.794117388192065e-06,0,1,0.01,2.794117388192065e-06,
10786,Selva de Guarapiche,Reserva Forestal (RF),reserva_forestal_(rf),8,Bare ground,3.81,0.0,0.0381,0.0,38100,0,0.0010645587249011,0.0,381,0,-3.81,-0.0010645587249011,-100.0
10786,Selva de Guarapiche,Reserva Forestal (RF),reserva_forestal_(rf),11,Rangeland,43488.47,49861.33,434.8847,498.6133,434884700,498613300,12.1511890212869,13.931840915138268,4348847,4986133,6372.860000000001,1.7806518938513687,14.654137062076455
10787,La Paragua,Reserva Forestal (RF),reserva_forestal_(rf),1,Water,25317.64,21121.62,253.1764,211.2162,253176400,211216200,3.0717169478502084,2.562625826105906,2531764,2112162,-4196.02,-0.5090911217443024,-16.57350369149731
10787,La Paragua,Reserva Forestal (RF),reserva_forestal_(rf),2,Trees,663474.23,652588.77,6634.7423,6525.8877,6634742300,6525887700,80.49743328180934,79.1767315115359,66347423,65258877,-10885.459999999963,-1.3207017702734305,-1.64067562955685
10787,La Paragua,Reserva Forestal (RF),reserva_forestal_(rf),4,Flooded vegetation,5048.08,4426.9400000000005,50.4808,44.269400000000005,50480800,44269400,0.6124691278532944,0.5371079857805072,504808,442694,-621.1399999999994,-0.07536114207278721,-12.304480119174013
10787,La Paragua,Reserva Forestal (RF),reserva_forestal_(rf),5,Crops,0.05,0.95,0.0005,0.0095,500,9500,6.066357187814917e-06,0.0001152607865684,5,95,0.8999999999999999,0.00010919442938058508,1799.9999999999995
10787,La Paragua,Reserva Forestal (RF),reserva_forestal_(rf),7,Built area,196.58,223.3,1.9658,2.233,1965800,2233000,0.0238504899196131,0.0270923512007814,19658,22330,26.72,0.003241861281168299,13.592430562620814
10787,La Paragua,Reserva Forestal (RF),reserva_forestal_(rf),8,Bare ground,741.5500000000001,3093.28,7.415500000000001,30.9328,7415500,30932800,0.089970143452483,0.3752988272384824,74155,309328,2351.73,0.2853286837859994,317.1370777425662
10787,La Paragua,Reserva Forestal (RF),reserva_forestal_(rf),11,Rangeland,129439.74,142763.01,1294.3974,1427.6301,1294397400,1427630100,15.70455394275788,17.321028237351854,12943974,14276301,13323.270000000004,1.6164742945939743,10.293029018754213
10788,Río Tocuyo,Reserva Forestal (RF),reserva_forestal_(rf),1,Water,73.55,61.51,0.7355,0.6151,735500,615100,0.1435024509555253,0.1200113631308547,7355,6151,-12.04,-0.023491087824670603,-16.36981645139361
10788,Río Tocuyo,Reserva Forestal (RF),reserva_forestal_(rf),2,Trees,37544.24,35066.24,375.4424,350.6624,375442400,350662400,73.25207966366382,68.41728600672579,3754424,3506624,-2478.0,-4.834793656938032,-6.600213508117357
10788,Río Tocuyo,Reserva Forestal (RF),reserva_forestal_(rf),5,Crops,1528.52,1068.98,15.2852,10.6898,15285200,10689800,2.9822755449971394,2.0856730118618287,152852,106898,-459.53999999999996,-0.8966025331353107,-30.06437599769712
10788,Río Tocuyo,Reserva Forestal (RF),reserva_forestal_(rf),7,Built area,142.09,180.31,1.4209,1.8031,1420900,1803100,0.2772299558976288,0.3518005021317577,14209,18031,38.22,0.0745705462341289,26.898444647758463
10788,Río Tocuyo,Reserva Forestal (RF),reserva_forestal_(rf),8,Bare ground,18.13,0.0,0.1813,0.0,181300,0,0.0353732078290098,0.0,1813,0,-18.13,-0.0353732078290098,-100.0
10788,Río Tocuyo,Reserva Forestal (RF),reserva_forestal_(rf),11,Rangeland,11946.95,14876.44,119.4695,148.7644,119469500,148764400,23.309539176656884,29.02522911614977,1194695,1487644,2929.49,5.715689939492886,24.520819121198294
15135,General Cruz Carrillo en Guaramacal,Parque Nacional (PN),parque_nacional_(pn),1,Water,0.01,0.0,0.0001,0.0,100,0,5.648144330420962e-05,0.0,1,0,-0.01,-5.648144330420962e-05,-100.0
15135,General Cruz Carrillo en Guaramacal,Parque Nacional (PN),parque_nacional_(pn),2,Trees,17434.010000000002,17473.83,174.3401,174.7383,174340100,174738300,98.46980473800237,98.69471384523972,1743401,1747383,39.81999999999971,0.2249091072373517,0.22840413651248168
15135,General Cruz Carrillo en Guaramacal,Parque Nacional (PN),parque_nacional_(pn),7,Built area,0.03,0.0,0.0003,0.0,300,0,0.0001694443299126,0.0,3,0,-0.03,-0.0001694443299126,-100.0
15135,General Cruz Carrillo en Guaramacal,Parque Nacional (PN),parque_nacional_(pn),8,Bare ground,15.85,0.0,0.1585,0.0,158500,0,0.0895230876371722,0.0,1585,0,-15.85,-0.0895230876371722,-100.0
15135,General Cruz Carrillo en Guaramacal,Parque Nacional (PN),parque_nacional_(pn),11,Rangeland,255.03,231.1,2.5503,2.311,2550300,2311000,1.440446248587258,1.3052861547602843,25503,23110,-23.930000000000007,-0.1351600938269737,-9.383209818452734
19280,Loma de León,Monumento Natural (MN),monumento_natural_(mn),1,Water,9.63,5.8500000000000005,0.0963,0.0585,96300,58500,0.1257063640315323,0.0763636790845757,963,585,-3.7800000000000002,-0.049342684946956594,-39.25233644859813
19280,Loma de León,Monumento Natural (MN),monumento_natural_(mn),2,Trees,675.5500000000001,936.83,6.7555000000000005,9.3683,6755500,9368300,8.818373231723953,12.229023158427871,67555,93683,261.28,3.4106499267039183,38.67663385389682
19280,Loma de León,Monumento Natural (MN),monumento_natural_(mn),5,Crops,0.48,1.12,0.0048,0.0112,4800,11200,0.0062657377710421,0.0146200547990982,48,112,0.6400000000000001,0.008354317028056099,133.33333333333337
19280,Loma de León,Monumento Natural (MN),monumento_natural_(mn),7,Built area,323.24,378.43,3.2324,3.7843,3232400,3784300,4.219452243982608,4.939881551448886,32324,37843,55.19,0.7204293074662784,17.074000742482365
19280,Loma de León,Monumento Natural (MN),monumento_natural_(mn),8,Bare ground,106.55,17.57,1.0655,0.1757,1065500,175700,1.390863248967785,0.2293521096608539,10655,1757,-88.97999999999999,-1.161511139306931,-83.51008916001877
19280,Loma de León,Monumento Natural (MN),monumento_natural_(mn),11,Rangeland,6545.26,6320.91,65.4526,63.20910000000001,65452600,63209100,85.43933917352308,82.5107594465787,654526,632091,-224.35000000000036,-2.9285797269443776,-3.4276713224532003
19284,Juan Crisóstomo Falcón en la Sierra de San Luis,Parque Nacional (PN),parque_nacional_(pn),1,Water,0.15,0.0,0.0015,0.0,1500,0,0.0007830023756292,0.0,15,0,-0.15,-0.0007830023756292,-100.0
19284,Juan Crisóstomo Falcón en la Sierra de San Luis,Parque Nacional (PN),parque_nacional_(pn),2,Trees,18991.0,19050.16,189.91,190.5016,189910000,190501600,99.13332077049522,99.44213690744338,1899100,1905016,59.159999999999854,0.3088161369481668,0.3115159812542776
19284,Juan Crisóstomo Falcón en la Sierra de San Luis,Parque Nacional (PN),parque_nacional_(pn),7,Built area,0.78,1.79,0.0078,0.0179,7800,17900,0.0040716123532718,0.0093438283491752,78,179,1.01,0.005272215995903399,129.4871794871795
19284,Juan Crisóstomo Falcón en la Sierra de San Luis,Parque Nacional (PN),parque_nacional_(pn),8,Bare ground,1.93,0.0,0.0193,0.0,19300,0,0.0100746305664291,0.0,193,0,-1.93,-0.0100746305664291,-100.0
19284,Juan Crisóstomo Falcón en la Sierra de San Luis,Parque Nacional (PN),parque_nacional_(pn),11,Rangeland,163.17000000000002,105.08,1.6317000000000002,1.0508,1631700,1050800,0.851749984209452,0.5485192642074476,16317,10508,-58.09000000000002,-0.30323072000200446,-35.60090702947847
19285,General Juan Pablo Peñaloza en los Páramos del Batallón y La Negra,Parque Nacional (PN),parque_nacional_(pn),1,Water,74.16,72.57000000000001,0.7416,0.7257,741600,725700,0.1024032168087092,0.1002076785842506,7416,7257,-1.5899999999999892,-0.0021955382244586014,-2.1440129449838046
19285,General Juan Pablo Peñaloza en los Páramos del Batallón y La Negra,Parque Nacional (PN),parque_nacional_(pn),2,Trees,51374.7,49034.68,513.7470000000001,490.3468,513747000,490346800,70.94032554722754,67.7091284679838,5137470,4903468,-2340.019999999997,-3.231197079243742,-4.554810052418792
19285,General Juan Pablo Peñaloza en los Páramos del Batallón y La Negra,Parque Nacional (PN),parque_nacional_(pn),4,Flooded vegetation,8.92,0.0,0.0892,0.0,89200,0,0.0123171075233776,0.0,892,0,-8.92,-0.0123171075233776,-100.0
19285,General Juan Pablo Peñaloza en los Páramos del Batallón y La Negra,Parque Nacional (PN),parque_nacional_(pn),5,Crops,359.23,168.35,3.5923000000000003,1.6835,3592300,1683500,0.4960397461460709,0.2324646918789941,35923,16835,-190.88000000000002,-0.2635750542670768,-53.135873952620884
19285,General Juan Pablo Peñaloza en los Páramos del Batallón y La Negra,Parque Nacional (PN),parque_nacional_(pn),7,Built area,56.19,43.68,0.5619000000000001,0.4368,561900,436800,0.0775894923473755,0.0603151632983336,5619,4368,-12.509999999999998,-0.0172743290490419,-22.263747997864385
19285,General Juan Pablo Peñaloza en los Páramos del Batallón y La Negra,Parque Nacional (PN),parque_nacional_(pn),8,Bare ground,1932.89,782.57,19.3289,7.8257,19328900,7825700,2.669015018033792,1.0806052505122925,193289,78257,-1150.3200000000002,-1.5884097675214996,-59.512957281583546
19285,General Juan Pablo Peñaloza en los Páramos del Batallón y La Negra,Parque Nacional (PN),parque_nacional_(pn),11,Rangeland,18613.51,22317.75,186.1351,223.1775,186135100,223177500,25.70230987191313,30.81727874774232,1861351,2231775,3704.2400000000016,5.114968875829192,19.900813978663894
19286,Santos Luzardo,Parque Nacional (PN),parque_nacional_(pn),1,Water,17386.69,17125.21,173.86690000000002,171.2521,173866900,171252100,3.0947788883723413,3.0482362293767764,1738669,1712521,-261.47999999999956,-0.04654265899556487,-1.503909024661966
19286,Santos Luzardo,Parque Nacional (PN),parque_nacional_(pn),2,Trees,66433.06,71381.21,664.3306,713.8121,664330600,713812100,11.824886253678708,12.70564217424206,6643306,7138121,4948.150000000009,0.8807559205633524,7.4483246744919
19286,Santos Luzardo,Parque Nacional (PN),parque_nacional_(pn),4,Flooded vegetation,32962.340000000004,21451.9,329.6234,214.519,329623400,214519000,5.867198066069572,3.8183741261548136,3296234,2145190,-11510.440000000002,-2.0488239399147585,-34.919972307791255
19286,Santos Luzardo,Parque Nacional (PN),parque_nacional_(pn),5,Crops,5788.14,19258.52,57.8814,192.5852,57881400,192585200,1.0302716316299123,3.427959037476168,578814,1925852,13470.380000000001,2.3976874058462556,232.72381110339418
19286,Santos Luzardo,Parque Nacional (PN),parque_nacional_(pn),7,Built area,149.6,129.37,1.496,1.2937,1496000,1293700,0.0266283531655825,0.0230274735897821,14960,12937,-20.22999999999999,-0.0036008795758003982,-13.522727272727266
19286,Santos Luzardo,Parque Nacional (PN),parque_nacional_(pn),8,Bare ground,6309.68,3292.66,63.0968,32.9266,63096800,32926600,1.1231041938623854,0.5860836452819986,630968,329266,-3017.0200000000004,-0.5370205485803867,-47.81573708967809
19286,Santos Luzardo,Parque Nacional (PN),parque_nacional_(pn),11,Rangeland,432777.67,429168.31,4327.7767,4291.6831,4327776700,4291683100,77.0331326132215,76.3906773138784,43277767,42916831,-3609.359999999986,-0.6424552993430979,-0.8339986672602554
19287,Juan German Rocío (Cerro Platillón),Monumento Natural (MN),monumento_natural_(mn),2,Trees,6533.67,6356.76,65.33670000000001,63.567600000000006,65336700,63567600,82.31799735672053,80.08910044084055,653367,635676,-176.90999999999985,-2.2288969158799716,-2.7076665947315957
19287,Juan German Rocío (Cerro Platillón),Monumento Natural (MN),monumento_natural_(mn),7,Built area,3.28,3.92,0.0328,0.0392,32800,39200,0.0413248650957338,0.0493882534070965,328,392,0.6400000000000001,0.008063388311362704,19.512195121951226
19287,Juan German Rocío (Cerro Platillón),Monumento Natural (MN),monumento_natural_(mn),11,Rangeland,1400.16,1576.43,14.0016,15.7643,14001600,15764300,17.640677778183747,19.861511305752348,140016,157643,176.26999999999998,2.220833527568601,12.589275511370127
19290,Arístides Rojas (Morros de San Juan),Monumento Natural (MN),monumento_natural_(mn),2,Trees,928.41,716.57,9.2841,7.1657,9284100,7165700,33.95147960153884,26.20459897897986,92841,71657,-211.83999999999992,-7.746880622558983,-22.81750519705733
19290,Arístides Rojas (Morros de San Juan),Monumento Natural (MN),monumento_natural_(mn),5,Crops,0.12,0.0,0.0012,0.0,1200,0,0.004388338721238,0.0,12,0,-0.12,-0.004388338721238,-100.0
19290,Arístides Rojas (Morros de San Juan),Monumento Natural (MN),monumento_natural_(mn),7,Built area,139.08,135.96,1.3908,1.3596,1390800,1359600,5.086084577914954,4.971987771162763,13908,13596,-3.1200000000000045,-0.11409680675219036,-2.2433132010353787
19290,Arístides Rojas (Morros de San Juan),Monumento Natural (MN),monumento_natural_(mn),11,Rangeland,1666.91,1881.99,16.6691,18.8199,16669100,18819900,60.95804748182496,68.82341324985738,166691,188199,215.07999999999993,7.865365768032419,12.902916174238557
20054,Dinira,Parque Nacional (PN),parque_nacional_(pn),1,Water,0.53,0.39,0.0053,0.0039,5300,3900,0.001167666306526,0.0008592261500852,53,39,-0.14,-0.0003084401564408001,-26.41509433962264
20054,Dinira,Parque Nacional (PN),parque_nacional_(pn),2,Trees,39783.08,39333.81,397.8308,393.3381,397830800,393338100,87.64785299213389,86.65804649867546,3978308,3933381,-449.2700000000041,-0.9898064934584312,-1.1292991895046942
20054,Dinira,Parque Nacional (PN),parque_nacional_(pn),5,Crops,3.74,0.26,0.0374,0.0026,37400,2600,0.0082397584649197,0.0005728174333901,374,26,-3.4800000000000004,-0.0076669410315296,-93.04812834224599
20054,Dinira,Parque Nacional (PN),parque_nacional_(pn),7,Built area,10.59,13.42,0.1059,0.1342,105900,134200,0.0233312946907755,0.0295661921388297,1059,1342,2.83,0.006234897448054198,26.7233238904627
20054,Dinira,Parque Nacional (PN),parque_nacional_(pn),8,Bare ground,0.06,0.52,0.0006,0.0052,600,5200,0.0001321886384746,0.0011456348667802,6,52,0.46,0.0010134462283056,766.6666666666667
20054,Dinira,Parque Nacional (PN),parque_nacional_(pn),11,Rangeland,5591.68,6041.28,55.9168,60.4128,55916800,60412800,12.31927609976541,13.309809630735444,559168,604128,449.59999999999945,0.9905335309700334,8.040517340048062
20065,Cerro Volcán,Zona Protectora (ZP),zona_protectora_(zp),2,Trees,352.22,338.11,3.5222,3.3811,3522200,3381100,64.96366520343797,62.36120845475672,35222,33811,-14.110000000000014,-2.6024567486812487,-4.006018965419344
20065,Cerro Volcán,Zona Protectora (ZP),zona_protectora_(zp),5,Crops,0.79,0.0,0.0079,0.0,7900,0,0.1457080674314803,0.0,79,0,-0.79,-0.1457080674314803,-100.0
20065,Cerro Volcán,Zona Protectora (ZP),zona_protectora_(zp),7,Built area,134.3,154.71,1.343,1.5471,1343000,1547100,24.77037146335165,28.53480393965104,13430,15471,20.409999999999997,3.7644324762993904,15.197319434102752
20065,Cerro Volcán,Zona Protectora (ZP),zona_protectora_(zp),11,Rangeland,54.870000000000005,49.36,0.5487000000000001,0.4936,548700,493600,10.120255265778892,9.103987605592238,5487,4936,-5.510000000000005,-1.0162676601866547,-10.041917258975769
20066,Distrito Guaicaipuro  (Los Teques),Zona Protectora (ZP),zona_protectora_(zp),2,Trees,704.85,699.98,7.048500000000001,6.9998000000000005,7048500,6999800,51.196286934541966,50.84255788953775,70485,69998,-4.8700000000000045,-0.353729045004215,-0.6909271476200616
20066,Distrito Guaicaipuro  (Los Teques),Zona Protectora (ZP),zona_protectora_(zp),5,Crops,0.73,10.92,0.0073,0.1092,7300,109200,0.0530230396002208,0.7931665649786455,73,1092,10.19,0.7401435253784246,1395.890410958904
20066,Distrito Guaicaipuro  (Los Teques),Zona Protectora (ZP),zona_protectora_(zp),7,Built area,254.08,260.0,2.5408,2.6,2540800,2600000,18.45492315290973,18.88491821377728,25408,26000,5.9199999999999875,0.4299950608675509,2.3299748110831184
20066,Distrito Guaicaipuro  (Los Teques),Zona Protectora (ZP),zona_protectora_(zp),8,Bare ground,0.06,0.0,0.0006,0.0,600,0,0.0043580580493332,0.0,6,0,-0.06,-0.0043580580493332,-100.0
20066,Distrito Guaicaipuro  (Los Teques),Zona Protectora (ZP),zona_protectora_(zp),11,Rangeland,417.04,405.86,4.1704,4.0586,4170400,4058600,30.291408814898745,29.479357331706325,41704,40586,-11.180000000000007,-0.8120514831924197,-2.680798004987533
20067,Piedemonte Norte Cordillera Andina y Serranía Misoa Trujillo,Zona Protectora (ZP),zona_protectora_(zp),1,Water,1596.43,1692.64,15.9643,16.9264,15964300,16926400,0.248636860478811,0.2636211393677484,159643,169264,96.21000000000004,0.014984278888937386,6.026571788302652
20067,Piedemonte Norte Cordillera Andina y Serranía Misoa Trujillo,Zona Protectora (ZP),zona_protectora_(zp),2,Trees,420199.67,391902.06,4201.996700000001,3919.0206,4201996700,3919020600,65.4442266325692,61.03699993960188,42019967,39190206,-28297.609999999986,-4.4072266929673205,-6.73432466046439
20067,Piedemonte Norte Cordillera Andina y Serranía Misoa Trujillo,Zona Protectora (ZP),zona_protectora_(zp),4,Flooded vegetation,408.5,103.16,4.085,1.0316,4085000,1031600,0.0636220551515533,0.0160667104270116,40850,10316,-305.34000000000003,-0.04755534472454169,-74.7466340269278
20067,Piedemonte Norte Cordillera Andina y Serranía Misoa Trujillo,Zona Protectora (ZP),zona_protectora_(zp),5,Crops,17200.170000000002,12365.86,172.0017,123.6586,172001700,123658600,2.678849851544904,1.9259276056704708,1720017,1236586,-4834.310000000001,-0.7529222458744331,-28.106175694775114
20067,Piedemonte Norte Cordillera Andina y Serranía Misoa Trujillo,Zona Protectora (ZP),zona_protectora_(zp),7,Built area,12661.76,12724.4,126.6176,127.244,126617600,127244000,1.9720127124497728,1.9817686133914945,1266176,1272440,62.63999999999942,0.00975590094172163,0.4947179539021385
20067,Piedemonte Norte Cordillera Andina y Serranía Misoa Trujillo,Zona Protectora (ZP),zona_protectora_(zp),8,Bare ground,210.18,96.39,2.1018,0.9639,2101800,963900,0.0327345986579032,0.0150123130870458,21018,9639,-113.79,-0.0177222855708574,-54.139309163574076
20067,Piedemonte Norte Cordillera Andina y Serranía Misoa Trujillo,Zona Protectora (ZP),zona_protectora_(zp),11,Rangeland,189796.23,223188.43,1897.9623,2231.8843,1897962300,2231884300,29.55991728914786,34.76060367845435,18979623,22318843,33392.19999999998,5.20068638930649,17.593710897208013
20068,Región Lago de Maracaibo (Sierra de Perijá) (Polígonos 1 y 2),Zona Protectora (ZP),zona_protectora_(zp),1,Water,336.37,378.5100000000001,3.3637,3.7851,3363700,3785100,0.1310987039519066,0.1475225805893396,33637,37851,42.1400000000001,0.016423876637433,12.527871094330678
20068,Región Lago de Maracaibo (Sierra de Perijá) (Polígonos 1 y 2),Zona Protectora (ZP),zona_protectora_(zp),2,Trees,192634.41,187464.27,1926.3441,1874.6427,1926344100,1874642700,75.07840023646641,73.06336128159555,19263441,18746427,-5170.140000000014,-2.0150389548708603,-2.6839130142948053
20068,Región Lago de Maracaibo (Sierra de Perijá) (Polígonos 1 y 2),Zona Protectora (ZP),zona_protectora_(zp),4,Flooded vegetation,553.6800000000001,202.72,5.5368,2.0272,5536800,2027200,0.2157943050928789,0.0790092138571528,55368,20272,-350.96000000000004,-0.13678509123572608,-63.38679381592255
20068,Región Lago de Maracaibo (Sierra de Perijá) (Polígonos 1 y 2),Zona Protectora (ZP),zona_protectora_(zp),5,Crops,1223.7,767.2800000000001,12.237,7.6728,12237000,7672800,0.4769316051548835,0.2990439503172665,122370,76728,-456.41999999999996,-0.17788765483761698,-37.298357440549154
20068,Región Lago de Maracaibo (Sierra de Perijá) (Polígonos 1 y 2),Zona Protectora (ZP),zona_protectora_(zp),7,Built area,658.2,433.43,6.582000000000001,4.3343,6582000,4334300,0.2565305078964978,0.1689274051011532,65820,43343,-224.77000000000004,-0.08760310279534458,-34.14919477362504
20068,Región Lago de Maracaibo (Sierra de Perijá) (Polígonos 1 y 2),Zona Protectora (ZP),zona_protectora_(zp),8,Bare ground,68.14,29.36,0.6814,0.2935999999999999,681400,293600,0.0265572604194277,0.0114429287630525,6814,2936,-38.78,-0.0151143316563752,-56.91223950689756
20068,Región Lago de Maracaibo (Sierra de Perijá) (Polígonos 1 y 2),Zona Protectora (ZP),zona_protectora_(zp),11,Rangeland,61103.17,67302.1,611.0317,673.021,611031700,673021000,23.814687381018,26.230692639776485,6110317,6730210,6198.930000000008,2.416005258758485,10.145021935850476
20069,Cuenca Alta y Media del Río Pao,Zona Protectora (ZP),zona_protectora_(zp),1,Water,5371.1900000000005,5976.28,53.7119,59.762800000000006,53711900,59762800,1.9648452562591057,2.1861943830093837,537119,597628,605.0899999999992,0.22134912675027807,11.265473759073858
20069,Cuenca Alta y Media del Río Pao,Zona Protectora (ZP),zona_protectora_(zp),2,Trees,140647.06,97271.08,1406.4706,972.7108,1406470600,972710800,51.45036921944482,35.58291926169061,14064706,9727108,-43375.979999999996,-15.86744995775421,-30.840303380675
20069,Cuenca Alta y Media del Río Pao,Zona Protectora (ZP),zona_protectora_(zp),4,Flooded vegetation,606.58,442.36,6.0658,4.4236,6065800,4423600,0.2218941864915685,0.1618205551393225,60658,44236,-164.22000000000003,-0.060073631352246,-27.07309835471002
20069,Cuenca Alta y Media del Río Pao,Zona Protectora (ZP),zona_protectora_(zp),5,Crops,6532.32,6625.650000000001,65.3232,66.2565,65323200,66256500,2.3896004357258787,2.423741660997497,653232,662565,93.33000000000084,0.034141225271618225,1.4287420089646685
20069,Cuenca Alta y Media del Río Pao,Zona Protectora (ZP),zona_protectora_(zp),7,Built area,11202.83,10608.37,112.0283,106.0837,112028300,106083700,4.098128605053479,3.8806680588736224,1120283,1060837,-594.4599999999991,-0.21746054617985688,-5.306337773580418
20069,Cuenca Alta y Media del Río Pao,Zona Protectora (ZP),zona_protectora_(zp),8,Bare ground,165.16,57.09,1.6516000000000002,0.5709000000000001,1651600,570900,0.0604174945447384,0.0208842017653131,16516,5709,-108.07,-0.0395332927794253,-65.43351901186728
20069,Cuenca Alta y Media del Río Pao,Zona Protectora (ZP),zona_protectora_(zp),11,Rangeland,108839.39,152383.7,1088.3939,1523.837,1088393900,1523837000,39.81474480248041,55.74377187852425,10883939,15238370,43544.31000000001,15.929027076043837,40.00785928697323
20070,Macizo Montañoso del Turimiquire,Zona Protectora (ZP),zona_protectora_(zp),1,Water,2850.09,2806.77,28.5009,28.0677,28500900,28067700,0.5604506588921834,0.5519320778848434,285009,280677,-43.320000000000164,-0.008518581007339932,-1.5199520015157473
20070,Macizo Montañoso del Turimiquire,Zona Protectora (ZP),zona_protectora_(zp),2,Trees,366840.63,334336.0,3668.4063,3343.36,3668406300,3343360000,72.13669490855504,65.74488226385027,36684063,33433600,-32504.630000000005,-6.391812644704771,-8.860695174359504
20070,Macizo Montañoso del Turimiquire,Zona Protectora (ZP),zona_protectora_(zp),4,Flooded vegetation,390.41,237.35,3.9041,2.3735,3904100,2373500,0.0767714499324924,0.0466732502791349,39041,23735,-153.06000000000003,-0.030098199653357492,-39.20493839809432
20070,Macizo Montañoso del Turimiquire,Zona Protectora (ZP),zona_protectora_(zp),5,Crops,3407.56,2680.78,34.0756,26.8078,34075600,26807800,0.6700733124970257,0.5271570081453524,340756,268078,-726.7799999999997,-0.14291630435167335,-21.328457899494058
20070,Macizo Montañoso del Turimiquire,Zona Protectora (ZP),zona_protectora_(zp),7,Built area,7956.97,7428.87,79.5697,74.2887,79569700,74288700,1.5646835992145287,1.460836354755244,795697,742887,-528.1000000000004,-0.10384724445928462,-6.636948486672694
