SITE_ID,NAME_ENG,DESIG,DESIG_ENG,IUCN_CAT,STATUS_YR,GIS_AREA,GIS_M_AREA,layer_name,source,class_id,class_name,pixels,area_m2,area_ha,area_km2,pct_of_zone
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,1,Water,316,31600,3.16,0.0316,0.026721914506786182
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,2,Trees,1157667,115766700,11576.67,115.7667,97.89581835863177
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,5,Crops,2316,231600,23.16,0.2316,0.1958479556889772
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,7,Built area,87,8700,0.87,0.008700000000000001,0.007356982791425309
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,8,Bare ground,13,1300,0.13,0.0013000000000000002,0.0010993192676842416
307,Cerro de María Lionza,Monumento Natural (MN),Natural Monument (MN),III,1960,118.555524240529,0.0,monumento_natural_(mn),2017,11,Rangeland,22151,2215100,221.51,2.2151,1.8731554691133567
308,Las Tetas de María Guevara,Monumento Natural (MN),Natural Monument (MN),III,1974,15.9707002025744,1.48911915161067,monumento_natural_(mn),2017,1,Water,19844,1984400,198.44,1.9844000000000002,13.278108250975249
308,Las Tetas de María Guevara,Monumento Natural (MN),Natural Monument (MN),III,1974,15.9707002025744,1.48911915161067,monumento_natural_(mn),2017,2,Trees,299,29900,2.99,0.029900000000000003,0.20006825070759926
308,Las Tetas de María Guevara,Monumento Natural (MN),Natural Monument (MN),III,1974,15.9707002025744,1.48911915161067,monumento_natural_(mn),2017,4,Flooded vegetation,17395,1739500,173.95000000000002,1.7395,11.639422144008993
308,Las Tetas de María Guevara,Monumento Natural (MN),Natural Monument (MN),III,1974,15.9707002025744,1.48911915161067,monumento_natural_(mn),2017,7,Built area,5503,550300,55.03,0.5503,3.6821925874378545
308,Las Tetas de María Guevara,Monumento Natural (MN),Natural Monument (MN),III,1974,15.9707002025744,1.48911915161067,monumento_natural_(mn),2017,8,Bare ground,37593,3759300,375.93,3.7593,25.15440049782869
308,Las Tetas de María Guevara,Monumento Natural (MN),Natural Monument (MN),III,1974,15.9707002025744,1.48911915161067,monumento_natural_(mn),2017,11,Rangeland,68815,6881500,688.15,6.8815,46.04580826904161
309,Cerro Santa Ana,Monumento Natural (MN),Natural Monument (MN),III,1972,19.7559578116928,0.0,monumento_natural_(mn),2017,2,Trees,32662,3266200,326.62,3.2662,16.536967935638376
